spam	LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.
spam	Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham	All e best 4 ur driving tmr :-)
ham	Oh ya ya. I remember da. .
ham	Mine here like all fr china then so noisy.
ham	Yes :)it completely in out of form:)clark also utter waste.
ham	I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...
ham	Haha... can... But i'm having dinner with my cousin...
ham	He is there. You call and meet him
ham	You do your studies alone without anyones help. If you cant no need to study.
spam	Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham	Also andros ice etc etc
ham	No it will reach by 9 only. She telling she will be there. I dont know
ham	I'm also came to room.
ham	Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...
ham	Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
ham	I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like
ham	Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
spam	Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8
ham	Hey... Very inconvenient for your sis a not huh?
spam	Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
spam	Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022
ham	Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want
ham	No problem baby. Is this is a good time to talk? I called and left a message.
ham	Jay wants to work out first, how's 4 sound?
ham	Might ax well im there.
spam	SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE
ham	You want to go? 
ham	Dont pick up d call when something important is There to tell. Hrishi
ham	Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me
ham	Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
spam	FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
ham	I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.
ham	Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham	I am in bus on the way to calicut
ham	Cool. I am  &lt;#&gt;  inches long. hope you like them big!
ham	Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham	Just normal only here :)
ham	Si si. I think ill go make those oreo truffles.
ham	HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham	Is that what time you want me to come?
ham	I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
ham	He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham	My battery is low babe
ham	Yes watching footie but worried we're going to blow it - Phil Neville?
ham	Dear relieved of westonzoyland, all going to plan this end too!
ham	Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...
ham	Mm so you asked me not to call radio
ham	Yeah sure, give me a couple minutes to track down my wallet
ham	ARE YOU IN TOWN? THIS IS V. IMPORTANT
spam	WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
ham	I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham	Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *po
spam	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.
ham	Sorry * was at the grocers.
spam	Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.
ham	U 2.
ham	Pls accept me for one day. Or am begging you change the number.
ham	Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.
ham	Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham	Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2
ham	I want to go to perumbavoor
ham	Probably, want to pick up more?
ham	Da is good good player.why he is unsold.
ham	I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham	ALRITE
ham	Hello! Good week? Fancy a drink or something later?
ham	Lmao ok I wont be needing u to do my hair anymore.
ham	What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham	Good Morning my Dear........... Have a great &amp; successful day.
spam	Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham	Probably gonna be here for a while, see you later tonight &lt;)
ham	Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a s
ham	I liked the new mobile
ham	Dizzamn, aight I'll ask my suitemates when I get back
ham	Perhaps * is much easy give your account identification, so i will tomorrow at UNI
ham	Hey we can go jazz power yoga hip hop kb and yogasana 
spam	Ringtone Club: Gr8 new polys direct to your mobile every week !
spam	Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham	It shall be fine. I have avalarr now. Will hollalater
ham	You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham	Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham	Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
spam	You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
ham	K..give back my thanks.
ham	Dad went out oredi... 
ham	I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham	No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham	"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
spam	Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham	Po de :-):):-):-):-). No need job aha.
ham	Thank you baby! I cant wait to taste the real thing...
ham	Thank u!
spam	You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
ham	Mmm so yummy babe ... Nice jolt to the suzy
ham	COME BACK TO TAMPA FFFFUUUUUUU
ham	True. Its easier with her here.
ham	So that takes away some money worries
ham	You could have seen me..i did't recognise you Face.:)
ham	Raviyog Peripherals bhayandar east
ham	I place all ur points on e cultures module already.
ham	Its like that hotel dusk game i think. You solve puzzles in a area thing
ham	The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
ham	I think i've fixed it can you send a test message?
ham	"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"
ham	Dude ive been seeing a lotta corvettes lately
spam	For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.
ham	Mm feeling sleepy. today itself i shall get that dear
spam	You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P
ham	Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
ham	In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
ham	Printer is cool. I mean groovy. Wine is groovying
ham	When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
spam	Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
ham	Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
ham	Hope you are feeling great. Pls fill me in. Abiola
spam	**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham	Cool, I'll text you when I'm on the way
spam	Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max 
ham	No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
ham	They finally came to fix the ceiling.
ham	Ü no home work to do meh... 
ham	Dear got train and seat mine lower seat
ham	S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
ham	Hi my email address has changed now it is 
ham	Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?
ham	She doesnt need any test.
ham	So how's the weather over there?
ham	How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea
ham	Ill be at yours in about 3 mins but look out for me
ham	Package all your programs well
ham	Left dessert. U wan me 2 go suntec look 4 u?
ham	My sister going to earn more than me da.
ham	Ya, told..she was asking wats matter?
ham	Morning only i can ok.
ham	You're gonna have to be way more specific than that
ham	Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out
ham	And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
ham	Ok. No wahala. Just remember that a friend in need ...
ham	I will send them to your email. Do you mind  &lt;#&gt;  times per night?
ham	When should I come over?
ham	No no. I will check all rooms befor activities
ham	Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham	ok. I am a gentleman and will treat you with dignity and respect.
ham	Just seeing your missed call my dear brother. Do have a gr8 day.
ham	Thanks for loving me so. You rock
ham	Yeah there's quite a bit left, I'll swing by tomorrow when I get up
ham	Tired. I haven't slept well the past few nights.
ham	Sorry for the delay. Yes masters
ham	That's what I love to hear :V see you sundayish, then
ham	hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around
ham	V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham	I've told him that i've returned it. That should i re order it.
ham	Cool, text me when you're parked
ham	Wanna do some art?! :D
ham	I can't right this second, gotta hit people up first
ham	U still havent got urself a jacket ah?
spam	Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!
ham	Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by C
ham	Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham	Okay. I've seen it. So i should pick it on friday?
ham	So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas
spam	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
ham	Do you know where my lab goggles went
ham	Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*
spam	You have 1 new message. Please call 08712400200.
ham	Maybe westshore or hyde park village, the place near my house?
ham	Long after I quit. I get on only like 5 minutes a day as it is.
ham	Alright i have a new goal now
ham	Its normally hot mail. Com you see!
ham	I am in a marriage function
ham	Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham	I pocked you up there before
ham	Ha ha ha good joke. Girls are situation seekers.
spam	As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
spam	SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE
ham	I was just callin to say hi. Take care bruv!
ham	I think if he rule tamilnadu..then its very tough for our people.
ham	Damn, can you make it tonight or do you want to just wait til tomorrow
ham	Fine. Do you remember me.
spam	This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
ham	Oh ok no prob..
ham	Then ur sis how?
ham	sir, you will receive the account no another 1hr time. Sorry for the delay.
ham	Since when, which side, any fever, any vomitin.
ham	Thanks  and ! Or bomb and date as my phone wanted to say! 
spam	Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
ham	Thanks for picking up the trash.
ham	Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham	In that case I guess I'll see you at campus lodge
ham	Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*
ham	How much u trying to get?
ham	I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham	Awesome, lemme know whenever you're around
ham	Ok lor. I'm in town now lei.
ham	Ugh I don't wanna get out of bed. It's so warm.
spam	New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.
ham	I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
ham	Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
ham	Oh k:)after that placement there ah?
ham	And I don't plan on staying the night but I prolly won't be back til late
ham	You're right I have now that I think about it
ham	No she didnt. I will search online and let you know.
ham	I can't describe how lucky you are that I'm actually awake by noon
ham	Nobody names their penis a girls name this story doesn't add up at all
ham	 said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! 
ham	Good night. Am going to sleep.
ham	Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham	How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
ham	Was playng 9 doors game and gt racing on phone lol
ham	Will do, you gonna be at blake's all night? I might be able to get out of here a little early
ham	I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham	Thank you princess! I want to see your nice juicy booty...
spam	Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham	I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
ham	Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham	I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
ham	You do got a shitload of diamonds though
spam	Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham	Goodnight, sleep well da please take care pa. Please.
ham	Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham	O. Guess they both got screwd
ham	Okie
ham	Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
spam	"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
ham	Lmao but its so fun...
ham	I sent you  &lt;#&gt;  bucks
ham	Its ok., i just askd did u knw tht no?
ham	Lol yeah at this point I guess not
ham	Oh k k:)but he is not a big hitter.anyway good
spam	This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham	This phone has the weirdest auto correct.
ham	Remember on that day..
ham	Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!
spam	Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call
ham	She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham	If you are not coughing then its nothing
ham	"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
spam	Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
spam	WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham	Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham	Yeah, we got one lined up for us
ham	1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)
ham	HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham	Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
ham	Whatever, juliana. Do whatever you want.
ham	Love it! I want to flood that pretty pussy with cum...
ham	I'm always looking for an excuse to be in the city.
ham	Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?
ham	WHORE YOU ARE UNBELIEVABLE.
ham	Is xy going 4 e lunch?
ham	I am 6 ft. We will be a good combination!
spam	Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham	I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham	I'm awake oh. What's up.
ham	It could work, we'll reach a consensus at the next meeting
spam	XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
ham	Then ur physics get a-?
ham	Bring home some Wendy =D
spam	For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
ham	"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
ham	Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham	"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
ham	Watching ajith film ah?
ham	It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day
ham	When did you get to the library
ham	Sorry about that this is my mates phone and i didnt write it love Kate
ham	Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.
ham	Wat time do u wan 2 meet me later?
ham	what is your account number?
ham	Dear reached railway. What happen to you
ham	Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
ham	I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham	Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
ham	Ok i vl..do u know i got adsense approved..
ham	Jus finish watching tv... U?
ham	Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham	Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham	That's cool, I'll come by like  &lt;#&gt; ish
ham	So ü'll be submitting da project tmr rite?
ham	I havent add ü yet right.. 
ham	TELL HER I SAID EAT SHIT.
ham	I've got it down to a tea. not sure which flavour
ham	Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
ham	Lol no. Just trying to make your day a little more interesting
ham	Huh but i cant go 2 ur house empty handed right?
ham	SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
ham	So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham	chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.
spam	sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham	WHO ARE YOU SEEING?
spam	You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
ham	Come to my home for one last time i wont do anything. Trust me.
ham	"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
ham	I'm not sure, I was just checking out what was happening around the area
ham	Huh so late... Fr dinner?
ham	I'm in a meeting, call me later at
ham	No da..today also i forgot..
spam	Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p
ham	The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
ham	Ok then no need to tell me anything i am going to sleep good night
ham	I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham	A guy who gets used but is too dumb to realize it.
ham	Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)
ham	I think chennai well settled?
ham	How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham	I don't know but I'm raping dudes at poker
ham	Yep, at derek's house now, see you Sunday &lt;3
ham	what are your new years plans?
spam	Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324
spam	Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
